,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Sources,powo_Snippet
8963,77107342-1,Stenostomum acreanum,Stenostomum acreanum,77107342-1,Species,:LITTOX::::::::,
8964,751850-1,Guettarda angelica,Guettarda angelica,751850-1,Species,:LITTOX::::::::,
8965,752069-1,Guettarda speciosa,Guettarda speciosa,752069-1,Species,:LITTOX::::::::,
8966,22530-1,Guibourtia,,,Genus,:LITTOX::::::::,
8967,497145-1,Guibourtia arnoldiana,Guibourtia arnoldiana,497145-1,Species,:LITTOX::::::::,
8968,497163-1,Guibourtia tessmannii,Guibourtia tessmannii,497163-1,Species,:LITTOX::::::::,
8969,77167642-1,Bactris gasipaes var. gasipaes,Bactris gasipaes,28453-2,Variety,:LITTOX::::::::,
8970,1183159-2,Guilleminea densa,Guilleminea densa,1183159-2,Species,:LITTOX::::::::,
8971,331636-2,Guizotia,,,Genus,:LITTOX::::::::,
8972,210735-1,Guizotia abyssinica,Guizotia abyssinica,210735-1,Species,:LITTOX::::::::,
8973,430178-1,Gunnera perpensa,Gunnera perpensa,430178-1,Species,:LITTOX::::::::,
8974,114966-2,Gustavia poeppigiana,Gustavia poeppigiana,114966-2,Species,:LITTOX::::::::,
8975,210779-1,Gutenbergia eylesii,Gutenbergia eylesii,210779-1,Species,:LITTOX::::::::,
8976,30011380-2,Gutierrezia,,,Genus,:LITTOX::::::::,
8977,115056-2,Gutierrezia serotina,Gutierrezia serotina,115056-2,Species,:LITTOX::::::::,
8978,3398-1,Gymnema,,,Genus,:LITTOX::::::::,
8979,98182-1,Gymnema latifolium,Gymnema latifolium,98182-1,Species,:LITTOX::::::::,
8980,30001559-2,Gymnocalycium,,,Genus,:LITTOX::::::::,
8981,1016851-1,Gymnocalycium gibbosum,Gymnocalycium gibbosum,1016851-1,Species,:LITTOX::::::::,
8982,22537-1,Gymnocladus,,,Genus,:LITTOX::::::::,
8983,115775-2,Gymnopogon ambiguus,Gymnopogon ambiguus,115775-2,Species,:LITTOX::::::::,
8984,30074954-2,Gymnosperma,,,Genus,:LITTOX::::::::,
8985,3949-1,Gymnospermium,,,Genus,:LITTOX::::::::,
8986,790189-1,Gymnotheca involucrata,Gymnotheca involucrata,790189-1,Species,:LITTOX::::::::,
8987,440270-1,Moraea setifolia,Moraea setifolia,440270-1,Species,:LITTOX::::::::,
8988,18151-1,Gynerium,,,Genus,:LITTOX::::::::,
8989,4335-1,Gynocardia,,,Genus,:LITTOX::::::::,
8990,331640-2,Gynura,,,Genus,:LITTOX::::::::,
8991,211219-1,Gynura aurantiaca,Gynura aurantiaca,211219-1,Species,:LITTOX::::::::,
8992,211304-1,Gynura procumbens,Gynura procumbens,211304-1,Species,:LITTOX::::::::,
8993,211322-1,Gynura scandens,Gynura scandens,211322-1,Species,:LITTOX::::::::,
8994,77063998-1,Gynura japonica,Gynura japonica,77063998-1,Species,:LITTOX::::::::,
8995,6285-1,Gypsophila,,,Genus,:LITTOX::::::::,
8996,154387-1,Gypsophila arrostii,Gypsophila arrostii,154387-1,Species,:LITTOX::::::::,
8997,154453-1,Gypsophila elegans,Gypsophila elegans,154453-1,Species,:LITTOX::::::::,
8998,154563-1,Gypsophila paniculata,Gypsophila paniculata,154563-1,Species,:LITTOX::::UCANR::::,
8999,7167-1,Gyrocarpus,,,Genus,:LITTOX::::::::,
9000,170637-1,Gyrocarpus americanus,Gyrocarpus americanus,170637-1,Species,:LITTOX::::::::,
9001,676237-1,Gyrostemon ramulosus,Gyrostemon ramulosus,676237-1,Species,:LITTOX::::::::,
9002,31921-1,Gyrostemon,,,Genus,:LITTOX::::::::,
9003,40829-1,Gyrotaenia,,,Genus,:LITTOX::::::::,
9004,134317-2,Lachnanthes caroliniana,Lachnanthes caroliniana,134317-2,Species,:LITTOX::::::::,
9005,637050-1,Habenaria commelinifolia,Habenaria commelinifolia,637050-1,Species,:LITTOX::::::::,
9006,637268-1,Habenaria foliosa,Habenaria foliosa,637268-1,Species,:LITTOX::::::::,
9007,30001210-2,Hackelia,,,Genus,:LITTOX::::::::,
9008,116785-2,Hackelia californica,Hackelia californica,116785-2,Species,:LITTOX::::::::,
9009,116800-2,Hackelia floribunda,Hackelia floribunda,116800-2,Species,:LITTOX::::::::,
9010,847830-1,Sanicula epipactis,Sanicula epipactis,847830-1,Species,:LITTOX::::::::,
9011,329000-2,Prestonia,,,Genus,:LITTOX::::::::,
9012,81326-1,Prestonia amazonica,Prestonia amazonica,81326-1,Species,:LITTOX::::::::,
9013,1483-1,Haemanthus,,,Genus,:LITTOX::::UCANR::::,
9014,77171667-1,Scadoxus multiflorus subsp. multiflorus,Scadoxus multiflorus,66765-1,Subspecies,:LITTOX::::::::,
9015,64682-1,Haemanthus albiflos,Haemanthus albiflos,64682-1,Species,:LITTOX:::::::CliniTox:,
9016,64684-1,Haemanthus amarylloides,Haemanthus amarylloides,64684-1,Species,:LITTOX:::::::CliniTox:,
9017,64715-1,Haemanthus coccineus,Haemanthus coccineus,64715-1,Species,:LITTOX:::CPCS::::CliniTox:,
9018,77177207-1,Haemanthus montanus,Haemanthus montanus,77177207-1,Species,:LITTOX::::::::,
9019,316401-2,Haematoxylum campechianum,Haematoxylum campechianum,316401-2,Species,:LITTOX::::::::,
9020,60452862-2,Haematoxylum,,,Genus,:LITTOX::::::::,
9021,429724-1,Haemodorum coccineum,Haemodorum coccineum,429724-1,Species,:LITTOX::::::::,
9022,429725-1,Haemodorum corymbosum,Haemodorum corymbosum,429725-1,Species,:LITTOX::::::::,
9023,32921-1,Hakea,,,Genus,:LITTOX::::::::,
9024,704176-1,Hakea dactyloides,Hakea dactyloides,704176-1,Species,:LITTOX::::::::,
9025,704184-1,Hakea drupacea,Hakea drupacea,704184-1,Species,:LITTOX::::::::,
9026,704238-1,Hakea leucoptera,Hakea leucoptera,704238-1,Species,:LITTOX::::::::,
9027,704287-1,Hakea persiehana,Hakea persiehana,704287-1,Species,:LITTOX::::::::,
9028,704322-1,Hakea salicifolia,Hakea salicifolia,704322-1,Species,:LITTOX::::::::,
9029,248059-3,Hakea salicifolia subsp. salicifolia,Hakea salicifolia,704322-1,Subspecies,:LITTOX::::::::,
9030,168554-1,Crocanthemum brasiliense,Crocanthemum brasiliense,168554-1,Species,:LITTOX::::::::,
9031,168334-1,Cistus lasianthus,Cistus lasianthus,168334-1,Species,:LITTOX::::::::,
9032,60448681-2,Halogeton,,,Genus,:LITTOX::::::::,
9033,19529-1,Haloragis,,,Genus,:LITTOX::::::::,
9034,430235-1,Haloragis erecta,Haloragis erecta,430235-1,Species,:LITTOX::::::::,
9035,430248-1,Haloragis heterophylla,Haloragis heterophylla,430248-1,Species,:LITTOX::::::::,
9036,430273-1,Haloragis odontocarpa,Haloragis odontocarpa,430273-1,Species,:LITTOX::::::::,
9037,6881-1,Halostachys,,,Genus,:LITTOX::::::::,
9038,924870-1,Haloxylon,,,Genus,:LITTOX::::::::,
9039,20011666-1,Seidlitzia stocksii,Seidlitzia stocksii,20011666-1,Species,:LITTOX::::::::,
9040,30003256-2,Hamamelis,,,Genus,:LITTOX::::::::,
9041,430697-1,Hamamelis virginiana,Hamamelis virginiana,430697-1,Species,:LITTOX::::::::,
9042,77231028-1,Hamamelis virginiana var. virginiana,Hamamelis virginiana,430697-1,Variety,:LITTOX::::::::,
9043,328990-2,Hancornia,,,Genus,:LITTOX::::::::,
9044,211399-1,Handelia trichophylla,Handelia trichophylla,211399-1,Species,:LITTOX::::::::,
9045,813855-1,Odyendea klaineana,Odyendea klaineana,813855-1,Species,:LITTOX::::::::,
9046,87084-1,Hapaline benthamiana,Hapaline benthamiana,87084-1,Species,:LITTOX::::::::,
9047,828939-1,Haploclathra paniculata,Haploclathra paniculata,828939-1,Species,:LITTOX::::::::,
9048,329847-2,Haplopappus,,,Genus,:LITTOX::::::::,
9049,1187520-2,Xanthisma gracile,Xanthisma gracile,1187520-2,Species,:LITTOX::::::::,
9050,130450-2,Isocoma hartwegii,Isocoma hartwegii,130450-2,Species,:LITTOX::::::::,
9051,226300-1,Isocoma veneta,Isocoma veneta,226300-1,Species,:LITTOX::::::::,
9052,4079-1,Fernandoa,,,Genus,:LITTOX::::::::,
9053,109624-1,Fernandoa adenophylla,Fernandoa adenophylla,109624-1,Species,:LITTOX::::::::,
9054,331644-2,Haplophyllum,,,Genus,:LITTOX::::::::,
9055,771280-1,Haplophyllum dubium,Haplophyllum dubium,771280-1,Species,:LITTOX::::::::,
9056,77231256-1,Haplophyllum linifolium subsp. linifolium,Haplophyllum linifolium,771302-1,Subspecies,:LITTOX::::::::,
9057,771245-1,Haplophyllum acutifolium,Haplophyllum acutifolium,771245-1,Species,:LITTOX::::::::,
9058,771339-1,Haplophyllum tuberculatum,Haplophyllum tuberculatum,771339-1,Species,:LITTOX::::::::,
9059,771344-1,Haplophyllum vulcanicum,Haplophyllum vulcanicum,771344-1,Species,:LITTOX::::::::,
9060,2356-1,Haplophyton,,,Genus,:LITTOX::::::::,
9061,117868-2,Haplophyton crooksii,Haplophyton crooksii,117868-2,Species,:LITTOX::::::::,
9062,22556-1,Hardenbergia,,,Genus,:LITTOX::::::::,
9063,22557-1,Hardwickia,,,Genus,:LITTOX::::::::,
9064,675824-1,Harpagophytum procumbens,Harpagophytum procumbens,675824-1,Species,:LITTOX::::::::,
9065,1813-1,Harpephyllum,,,Genus,:LITTOX::::::::,
9066,69659-1,Harpephyllum caffrum,Harpephyllum caffrum,69659-1,Species,:LITTOX::::::::,
9067,326337-2,Harpullia,,,Genus,:LITTOX::::::::,
9068,298171-2,Harrisia,,,Genus,:LITTOX::::::::,
9069,813738-1,Harrisonia perforata,Harrisonia perforata,813738-1,Species,:LITTOX::::::::,
9070,173411-2,Oenothera speciosa,Oenothera speciosa,173411-2,Species,:LITTOX::::::::,
9071,19829-1,Harungana,,,Genus,:LITTOX::::::::,
9072,331203-2,Haworthia,,,Genus,:LITTOX::::::::,
9073,1014763-1,Haworthia marumiana var. batesiana,Haworthia marumiana,536124-1,Variety,:LITTOX::::::::,
9074,77171921-1,Haworthia cymbiformis var. cymbiformis,Haworthia cymbiformis,536035-1,Variety,:LITTOX::::::::,
9075,31724-1,Haya,,,Genus,:LITTOX::::::::,
9076,60440170-2,Dasypyrum,,,Genus,:LITTOX::::::::,
9077,30005997-2,Veronica,,,Genus,:LITTOX::::::::,
9078,811707-1,Veronica bollonsii,Veronica bollonsii,811707-1,Species,:LITTOX::::::::,
9079,77080113-1,Veronica corriganii,Veronica corriganii,77080113-1,Species,:LITTOX::::::::,
9080,811930-1,Veronica diosmifolia,Veronica diosmifolia,811930-1,Species,:LITTOX::::::::,
9081,812400-1,Veronica odora,Veronica odora,812400-1,Species,:LITTOX::::::::,
9082,812446-1,Veronica parviflora,Veronica parviflora,812446-1,Species,:LITTOX::::::::,
9083,812694-1,Veronica stricta,Veronica stricta,812694-1,Species,:LITTOX::::::::,
9084,30020927-2,Hedeoma,,,Genus,:LITTOX::::::::,
9085,447602-1,Hedeoma acinoides,Hedeoma acinoides,447602-1,Species,:LITTOX::::::::,
9086,50877245-1,Hedeoma costata,Hedeoma costata,50877245-1,Species,:LITTOX::::::::,
9087,447623-1,Hedeoma dentata,Hedeoma dentata,447623-1,Species,:LITTOX::::::::,
9088,447625-1,Hedeoma diffusa,Hedeoma diffusa,447625-1,Species,:LITTOX::::::::,
9089,447626-1,Hedeoma drummondii,Hedeoma drummondii,447626-1,Species,:LITTOX::::::::,
9090,30237838-2,Hedeoma hispida,Hedeoma hispida,30237838-2,Species,:LITTOX::::::::,
9091,30158787-2,Hedeoma hyssopifolia,Hedeoma hyssopifolia,30158787-2,Species,:LITTOX::::::::,
9092,447654-1,Hedeoma mollis,Hedeoma mollis,447654-1,Species,:LITTOX::::::::,
9093,51012153-1,Hedeoma nana,Hedeoma nana,51012153-1,Species,:LITTOX::::::::,
9094,1003758-2,Hedeoma oblongifolia,Hedeoma oblongifolia,1003758-2,Species,:LITTOX::::::::,
9095,447668-1,Hedeoma pilosa,Hedeoma pilosa,447668-1,Species,:LITTOX::::::::,
9096,447675-1,Hedeoma pulcherrima,Hedeoma pulcherrima,447675-1,Species,:LITTOX::::::::,
9097,447676-1,Hedeoma pulegioides,Hedeoma pulegioides,447676-1,Species,:LITTOX:::::USDA(Duke):::,
9098,1161230-2,Hedeoma reverchonii,Hedeoma reverchonii,1161230-2,Species,:LITTOX::::::::,
9099,447696-1,Hedeoma todsenii,Hedeoma todsenii,447696-1,Species,:LITTOX::::::::,
9100,30070080-2,Hedera,,,Genus,:LITTOX:::CPCS:UCANR::::,
9101,90646-1,Hedera algeriensis,Hedera algeriensis,90646-1,Species,:LITTOX::::::::,
9102,90665-1,Hedera canariensis,Hedera canariensis,90665-1,Species,:LITTOX:::CPCS:::::,
9103,90679-1,Hedera colchica,Hedera colchica,90679-1,Species,:LITTOX::::::::,
9104,973014-1,Hedera maderensis,Hedera maderensis,973014-1,Species,:LITTOX::::::::,
9105,77176743-1,Hedera hibernica,Hedera hibernica,77176743-1,Species,:LITTOX::::::::,
9106,90752-1,Hedera nepalensis,Hedera nepalensis,90752-1,Species,:LITTOX::::::::,
9107,2237-1,Callichilia,,,Genus,:LITTOX::::::::,
9108,77635-1,Callichilia barteri,Callichilia barteri,77635-1,Species,:LITTOX::::::::,
9109,581882-1,Hedycarya arborea,Hedycarya arborea,581882-1,Species,:LITTOX::::::::,
9110,796836-1,Hedychium coronarium,Hedychium coronarium,796836-1,Species,:LITTOX::::::::,
9111,872599-1,Hedychium flavum,Hedychium flavum,872599-1,Species,:LITTOX::::::::,
9112,796894-1,Hedychium spicatum,Hedychium spicatum,796894-1,Species,:LITTOX::::::::,
9113,118351-2,Hedyosmum translucidum,Hedyosmum translucidum,118351-2,Species,:LITTOX::::::::,
9114,30001807-2,Hedyotis,,,Genus,:LITTOX::::::::,
9115,77172088-1,Oldenlandia herbacea var. herbacea,Oldenlandia herbacea,757892-1,Variety,:LITTOX::::::::,
9116,328764-2,Hedypnois,,,Genus,:LITTOX::::::::,
9117,211686-1,Hedypnois rhagadioloides,Hedypnois rhagadioloides,211686-1,Species,:LITTOX::::::::,
9118,30007304-2,Hedysarum,,,Genus,:LITTOX::::::::,
9119,497455-1,Hedysarum alpinum,Hedysarum alpinum,497455-1,Species,:LITTOX::::::::,
9120,497525-1,Hedysarum boreale,Hedysarum boreale,497525-1,Species,:LITTOX::::::::,
9121,118466-2,Hedysarum boreale subsp. mackenziei,Hedysarum boreale,497525-1,Subspecies,:LITTOX::::::::,
9122,497994-1,Hedysarum polybotrys,Hedysarum polybotrys,497994-1,Species,:LITTOX::::::::,
9123,874191-1,Ozoroa insignis subsp. reticulata,Ozoroa insignis,70169-1,Subspecies,:LITTOX::::::::,
9124,30103256-2,Heimia,,,Genus,:LITTOX::::::::,
9125,118575-2,Heimia myrtifolia,Heimia myrtifolia,118575-2,Species,:LITTOX::::::::,
9126,96613-3,Heimia salicifolia,Heimia salicifolia,96613-3,Species,:LITTOX::::::::,
9127,77231025-1,Heisteria acuminata subsp. acuminata,Heisteria acuminata,70029599-1,Subspecies,:LITTOX::::::::,
9128,77210001-1,Helenium uniflorum,Helenium uniflorum,77210001-1,Species,:LITTOX::::::::,
9129,118685-2,Helenium amarum,Helenium amarum,118685-2,Species,:LITTOX::::::::,
9130,118689-2,Helenium arizonicum,Helenium arizonicum,118689-2,Species,:LITTOX::::::::,
9131,211753-1,Helenium aromaticum,Helenium aromaticum,211753-1,Species,:LITTOX::::::::,
9132,118686-2,Helenium amarum var. badium,Helenium amarum,118685-2,Variety,:LITTOX::::::::,
9133,118708-2,Helenium bigelovii,Helenium bigelovii,118708-2,Species,:LITTOX::::::::,
9134,118713-2,Helenium campestre,Helenium campestre,118713-2,Species,:LITTOX::::::::,
9135,118716-2,Helenium chihuahuensis,Helenium chihuahuensis,118716-2,Species,:LITTOX::::::::,
9136,211796-1,Helenium elegans,Helenium elegans,211796-1,Species,:LITTOX::::::::,
9137,979216-1,Hymenoxys integrifolia,Hymenoxys integrifolia,979216-1,Species,:LITTOX::::::::,
9138,211836-1,Helenium laciniatum,Helenium laciniatum,211836-1,Species,:LITTOX::::::::,
9139,118741-2,Helenium linifolium,Helenium linifolium,118741-2,Species,:LITTOX::::::::,
9140,211854-1,Helenium mexicanum,Helenium mexicanum,211854-1,Species,:LITTOX::::::::,
9141,118786-2,Helenium pinnatifidum,Helenium pinnatifidum,118786-2,Species,:LITTOX::::::::,
9142,118727-2,Helenium glaucum,Helenium glaucum,118727-2,Species,:LITTOX::::::::,
9143,211883-1,Helenium puberulum,Helenium puberulum,211883-1,Species,:LITTOX::::::::,
9144,211887-1,Helenium quadridentatum,Helenium quadridentatum,211887-1,Species,:LITTOX::::::::,
9145,211902-1,Helenium scorzonerifolium,Helenium scorzonerifolium,211902-1,Species,:LITTOX::::::::,
9146,77233414-1,Helenium amarum var. amarum,Helenium amarum,118685-2,Variety,:LITTOX::::::::,
9147,77233532-1,Helenium microcephalum var. microcephalum,Helenium microcephalum,211859-1,Variety,:LITTOX::::::::,
9148,211928-1,Helenium vernale,Helenium vernale,211928-1,Species,:LITTOX::::::::,
9149,30014973-2,Heliamphora,,,Genus,:LITTOX::::::::,
9150,30010678-2,Helianthella,,,Genus,:LITTOX::::::::,
9151,30002303-2,Helianthemum,,,Genus,:LITTOX::::::::,
9152,30000729-2,Helianthus,,,Genus,:LITTOX::::::::,
9153,119077-2,Helianthus ciliaris,Helianthus ciliaris,119077-2,Species,:LITTOX::::::::,
9154,119102-2,Helianthus decapetalus,Helianthus decapetalus,119102-2,Species,:LITTOX::::::::,
9155,329260-2,Helianthus maximiliani,Helianthus maximiliani,329260-2,Species,:LITTOX::::::::,
9156,329254-2,Helianthus mollis,Helianthus mollis,329254-2,Species,:LITTOX::::::::,
9157,298407-2,Helianthus niveus,Helianthus niveus,298407-2,Species,:LITTOX::::::::,
9158,329258-2,Helianthus salicifolius,Helianthus salicifolius,329258-2,Species,:LITTOX::::::::,
9159,329248-2,Helianthus strumosus,Helianthus strumosus,329248-2,Species,:LITTOX::::::::,
9160,329250-2,Helianthus × laetiflorus,Helianthus × laetiflorus,329250-2,Species,:LITTOX::::::::,
9161,331648-2,Helichrysum,,,Genus,:LITTOX::::::::,
9162,212418-1,Helichrysum arenarium,Helichrysum arenarium,212418-1,Species,:LITTOX::::::::,
9163,212547-1,Helichrysum cephaloideum,Helichrysum cephaloideum,212547-1,Species,:LITTOX::::::::,
9164,236292-1,Ozothamnus diosmifolius,Ozothamnus diosmifolius,236292-1,Species,:LITTOX::::::::,
9165,212755-1,Helichrysum foetidum,Helichrysum foetidum,212755-1,Species,:LITTOX::::::::,
9166,212898-1,Helichrysum italicum,Helichrysum italicum,212898-1,Species,:LITTOX::::::::,
9167,212914-1,Helichrysum kraussii,Helichrysum kraussii,212914-1,Species,:LITTOX::::::::,
9168,962307-1,Xerochrysum bracteatum,Xerochrysum bracteatum,962307-1,Species,:LITTOX::::::::,
9169,213375-1,Helichrysum stenopterum,Helichrysum stenopterum,213375-1,Species,:LITTOX::::::::,
9170,704374-1,Helicia australasica,Helicia australasica,704374-1,Species,:LITTOX::::::::,
9171,902160-1,Helicia blakei,Helicia blakei,902160-1,Species,:LITTOX::::::::,
9172,704401-1,Helicia dentellata,Helicia dentellata,704401-1,Species,:LITTOX::::::::,
9173,704414-1,Helicia glabrescens,Helicia glabrescens,704414-1,Species,:LITTOX::::::::,
9174,704454-1,Helicia nortoniana,Helicia nortoniana,704454-1,Species,:LITTOX::::::::,
9175,706856-1,Triunia youngiana,Triunia youngiana,706856-1,Species,:LITTOX::::::::,
9176,942873-1,Triunia montana,Triunia montana,942873-1,Species,:LITTOX::::::::,
9177,942874-1,Triunia robusta,Triunia robusta,942874-1,Species,:LITTOX::::::::,
9178,2803-1,Helicodiceros,,,Genus,:LITTOX::::::::,
9179,87091-1,Helicodiceros muscivorus,Helicodiceros muscivorus,87091-1,Species,:LITTOX::::::::,
9180,331205-2,Heliconia,,,Genus,:LITTOX::::::::,
9181,40832-1,Helicostylis,,,Genus,:LITTOX::::::::,
9182,119538-2,Helicostylis pedunculata,Helicostylis pedunculata,119538-2,Species,:LITTOX::::::::,
9183,584303-1,Helicostylis tomentosa,Helicostylis tomentosa,584303-1,Species,:LITTOX::::::::,
9184,30007314-2,Helicteres,,,Genus,:LITTOX::::::::,
9185,823514-1,Helicteres sacarolha,Helicteres sacarolha,823514-1,Species,:LITTOX::::::::,
9186,30063993-2,Heliomeris,,,Genus,:LITTOX::::::::,
9187,119652-2,Heliomeris longifolia,Heliomeris longifolia,119652-2,Species,:LITTOX::::::::,
9188,119653-2,Heliomeris longifolia var. annua,Heliomeris longifolia,119652-2,Variety,:LITTOX::::::::,
9189,1068741-2,Heliomeris multiflora,Heliomeris multiflora,1068741-2,Species,:LITTOX::::::::,
9190,329805-2,Heliotropium,,,Genus,:LITTOX:::CPCS:::::,
9191,116669-1,Heliotropium arbainense,Heliotropium arbainense,116669-1,Species,:LITTOX::::::::,
9192,77207050-1,Euploca brachythrix,Euploca brachythrix,77207050-1,Species,:LITTOX::::::::,
9193,77207052-1,Euploca calvariavis,Euploca calvariavis,77207052-1,Species,:LITTOX::::::::,
9194,116449-1,Euploca convolvulacea,Euploca convolvulacea,116449-1,Species,:LITTOX::::::::,
9195,77207059-1,Euploca cunninghamii,Euploca cunninghamii,77207059-1,Species,:LITTOX::::::::,
9196,77207068-1,Euploca euodes,Euploca euodes,77207068-1,Species,:LITTOX::::::::,
9197,77207079-1,Euploca haesum,Euploca haesum,77207079-1,Species,:LITTOX::::::::,
9198,117268-1,Heliotropium supinum,Heliotropium supinum,117268-1,Species,:LITTOX::::::::,
9199,77207089-1,Euploca leptalea,Euploca leptalea,77207089-1,Species,:LITTOX::::::::,
9200,117031-1,Heliotropium maris-mortui,Heliotropium maris-mortui,117031-1,Species,:LITTOX::::::::,
9201,60430581-2,Euploca ovalifolia,Euploca ovalifolia,60430581-2,Species,:LITTOX::::::::,
9202,117153-1,Heliotropium popovii,Heliotropium popovii,117153-1,Species,:LITTOX::::::::,
9203,117190-1,Heliotropium rotundifolium,Heliotropium rotundifolium,117190-1,Species,:LITTOX::::::::,
9204,77069573-1,Heliotropium sarmentosum,Heliotropium sarmentosum,77069573-1,Species,:LITTOX::::::::,
9205,117247-1,Heliotropium steudneri,Heliotropium steudneri,117247-1,Species,:LITTOX::::::::,
9206,77207124-1,Euploca tanythrix,Euploca tanythrix,77207124-1,Species,:LITTOX::::::::,
9207,60430589-2,Euploca tenuifolia,Euploca tenuifolia,60430589-2,Species,:LITTOX::::::::,
9208,969102-1,Rhodanthe moschata,Rhodanthe moschata,969102-1,Species,:LITTOX::::::::,
9209,33158-1,Helleborus,,,Genus,:LITTOX:fr_wiki::CPCS:UCANR::::,
9210,711340-1,Helleborus lividus,Helleborus lividus,711340-1,Species,:LITTOX::::::::,
9211,711295-1,Helleborus argutifolius,Helleborus argutifolius,711295-1,Species,:LITTOX::::::::,
9212,711297-1,Helleborus atrorubens,Helleborus atrorubens,711297-1,Species,:LITTOX::::::::,
9213,955242-1,Helleborus multifidus subsp. bocconei,Helleborus multifidus,711346-1,Subspecies,:LITTOX::::::::,
9214,711373-1,Helleborus thibetanus,Helleborus thibetanus,711373-1,Species,:LITTOX::::::::,
9215,711312-1,Helleborus cyclophyllus,Helleborus cyclophyllus,711312-1,Species,:LITTOX::::::::,
9216,711314-1,Helleborus dumetorum,Helleborus dumetorum,711314-1,Species,:LITTOX::::::::,
9217,711346-1,Helleborus multifidus,Helleborus multifidus,711346-1,Species,:LITTOX::::::::,
9218,711351-1,Helleborus odorus,Helleborus odorus,711351-1,Species,:LITTOX::::::::,
9219,77233124-1,Helleborus orientalis subsp. orientalis,Helleborus orientalis,711354-1,Subspecies,:LITTOX::::::::,
9220,711354-1,Helleborus orientalis,Helleborus orientalis,711354-1,Species,:LITTOX::::::TPPT::,
9221,711362-1,Helleborus purpurascens,Helleborus purpurascens,711362-1,Species,:LITTOX:hu_wiki:::::::,
9222,711382-1,Helleborus vesicarius,Helleborus vesicarius,711382-1,Species,:LITTOX::::::::,
9223,9275-1,Helminthotheca,,,Genus,:LITTOX::::::::,
9224,213699-1,Helminthotheca aculeata,Helminthotheca aculeata,213699-1,Species,:LITTOX::::::::,
9225,954021-1,Helminthotheca comosa subsp. lusitanica,Helminthotheca comosa,213701-1,Subspecies,:LITTOX::::::::,
9226,213702-1,Helminthotheca echioides,Helminthotheca echioides,213702-1,Species,:LITTOX::::::::,
9227,842885-1,Helosciadium inundatum,Helosciadium inundatum,842885-1,Species,:LITTOX::::::::,
9228,856545-1,Soleirolia soleirolii,Soleirolia soleirolii,856545-1,Species,:LITTOX::::::::,
9229,24324-1,Hemerocallis,,,Genus,:LITTOX::::::::,
9230,77173390-1,Hemerocallis citrina var. citrina,Hemerocallis citrina,536319-1,Variety,:LITTOX::::::::,
9231,536328-1,Hemerocallis dumortieri,Hemerocallis dumortieri,536328-1,Species,:LITTOX::::::::,
9232,77189683-1,Hemerocallis middendorffii var. esculenta,Hemerocallis middendorffii,536353-1,Variety,:LITTOX::::::::,
9233,536346-1,Hemerocallis lilioasphodelus,Hemerocallis lilioasphodelus,536346-1,Species,:LITTOX::::::::,
9234,536335-1,Hemerocallis fulva,Hemerocallis fulva,536335-1,Species,:LITTOX::::::::,
9235,536354-1,Hemerocallis minor,Hemerocallis minor,536354-1,Species,:LITTOX::::::::,
9236,536372-1,Hemerocallis thunbergii,Hemerocallis thunbergii,536372-1,Species,:LITTOX::::::::,
9237,3409-1,Hemidesmus,,,Genus,:LITTOX::::::::,
9238,3410-1,Hemipogon,,,Genus,:LITTOX::::::::,
9239,213767-1,Hemizonia congesta,Hemizonia congesta,213767-1,Species,:LITTOX::::::::,
9240,123542-2,Holocarpha macradenia,Holocarpha macradenia,123542-2,Species,:LITTOX::::::::,
9241,77180327-1,Centromadia pungens subsp. pungens,Centromadia pungens,51453-2,Subspecies,:LITTOX::::::::,
9242,13304-1,Hemsleya,,,Genus,:LITTOX::::::::,
9243,30447449-2,Henriettea,,,Genus,:LITTOX::::::::,
9244,326029-2,Hepatica,,,Genus,:LITTOX::::::::,
9245,711389-1,Hepatica americana,Hepatica americana,711389-1,Species,:LITTOX::::::::,
9246,90845-1,Heptapleurum arboricola,Heptapleurum arboricola,90845-1,Species,:LITTOX::::::::,
9247,40078-1,Heptaptera,,,Genus,:LITTOX::::::::,
9248,842919-1,Heptaptera angustifolia,Heptaptera angustifolia,842919-1,Species,:LITTOX::::::::,
9249,842926-1,Heptaptera triquetra,Heptaptera triquetra,842926-1,Species,:LITTOX::::::::,
9250,30054087-2,Heracleum,,,Genus,:LITTOX:de_wiki:hr_wiki:::::::,
9251,850054-1,Zosima absinthiifolia,Zosima absinthiifolia,850054-1,Species,:LITTOX::::::::,
9252,843073-1,Heracleum lehmannianum,Heracleum lehmannianum,843073-1,Species,:LITTOX::::::::,
9253,843076-1,Heracleum ligusticifolium,Heracleum ligusticifolium,843076-1,Species,:LITTOX::::::::,
9254,842951-1,Heracleum antasiaticum,Heracleum antasiaticum,842951-1,Species,:LITTOX::::::::,
9255,842959-1,Heracleum asperum,Heracleum asperum,842959-1,Species,:LITTOX::::::::,
9256,944241-1,Tricholaser cachemiricum,Tricholaser cachemiricum,944241-1,Species,:LITTOX::::::::,
9257,842985-1,Heracleum candicans,Heracleum candicans,842985-1,Species,:LITTOX::::::::,
9258,77079259-1,Tetrataenium canescens,Tetrataenium canescens,77079259-1,Species,:LITTOX::::::::,
9259,943617-1,Tetrataenium ceylanicum,Tetrataenium ceylanicum,943617-1,Species,:LITTOX::::::::,
