,kew_id,family,genus,species,infraspecies,taxon_name,authors,rank,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,parent_kew_id,parent_name,parent_authors,reviewed,publication,original_name_id,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
673527,547068-1,Loganiaceae,Strychnos,bicolor,,Strychnos bicolor,Progel,Species,Accepted,547068-1,Strychnos bicolor,,30010060-2,Strychnos,L.,In review,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1869: 31 (1869),,Strychnos bicolor,547068-1,Species,Strychnos bicolor,547068-1
673528,547069-1,Loganiaceae,Strychnos,bifurcata,,Strychnos bifurcata,Leeuwenb.,Species,Accepted,547069-1,Strychnos bifurcata,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 69 (1969),,Strychnos bifurcata,547069-1,Species,Strychnos bifurcata,547069-1
673532,547073-1,Loganiaceae,Strychnos,boonei,,Strychnos boonei,De Wild.,Species,Accepted,547073-1,Strychnos boonei,,30010060-2,Strychnos,L.,In review,Bull. Jard. Bot. État Bruxelles 5: 45 (1915),,Strychnos boonei,547073-1,Species,Strychnos boonei,547073-1
673533,547074-1,Loganiaceae,Strychnos,borneensis,,Strychnos borneensis,Leenh.,Species,Accepted,547074-1,Strychnos borneensis,,30010060-2,Strychnos,L.,In review,Bull. Jard. Bot. État Bruxelles 32: 458 (1962),,Strychnos borneensis,547074-1,Species,Strychnos borneensis,547074-1
673536,547077-1,Loganiaceae,Strychnos,brachiata,,Strychnos brachiata,Ruiz & Pav.,Species,Accepted,547077-1,Strychnos brachiata,,30010060-2,Strychnos,L.,In review,Fl. Peruv. 2: 30 (1799),,Strychnos brachiata,547077-1,Species,Strychnos brachiata,547077-1
673537,247287-2,Loganiaceae,Strychnos,brachistantha,,Strychnos brachistantha,Standl.,Species,Accepted,247287-2,Strychnos brachistantha,,30010060-2,Strychnos,L.,In review,"Publ. Field Mus. Nat. Hist., Bot. Ser. 12: 412 (1936)",,Strychnos brachistantha,247287-2,Species,Strychnos brachistantha,247287-2
673540,547081-1,Loganiaceae,Strychnos,brasiliensis,,Strychnos brasiliensis,(Spreng.) Mart.,Species,Accepted,547081-1,Strychnos brasiliensis,,30010060-2,Strychnos,L.,In review,Flora 24(2 Beibl.): 84 (1841),546372-1,Strychnos brasiliensis,547081-1,Species,Strychnos brasiliensis,547081-1
673547,547083-1,Loganiaceae,Strychnos,bredemeyeri,,Strychnos bredemeyeri,(Schult.) Sprague & Sandwith,Species,Accepted,547083-1,Strychnos bredemeyeri,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1927: 129 (1927),546569-1,Strychnos bredemeyeri,547083-1,Species,Strychnos bredemeyeri,547083-1
673556,547093-1,Loganiaceae,Strychnos,campicola,,Strychnos campicola,Gilg ex Leeuwenb.,Species,Accepted,547093-1,Strychnos campicola,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 74 (1969),,Strychnos campicola,547093-1,Species,Strychnos campicola,547093-1
673557,547094-1,Loganiaceae,Strychnos,camptoneura,,Strychnos camptoneura,Gilg & Busse,Species,Accepted,547094-1,Strychnos camptoneura,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 36: 93 (1905),,Strychnos camptoneura,547094-1,Species,Strychnos camptoneura,547094-1
673558,547096-1,Loganiaceae,Strychnos,canthioides,,Strychnos canthioides,Leeuwenb.,Species,Accepted,547096-1,Strychnos canthioides,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 79 (1969),,Strychnos canthioides,547096-1,Species,Strychnos canthioides,547096-1
673562,547100-1,Loganiaceae,Strychnos,castelnaeana,,Strychnos castelnaeana,Baill.,Species,Accepted,547100-1,Strychnos castelnaeana,,30010060-2,Strychnos,L.,In review,Adansonia 11: 374 (1879),,Strychnos castelnaeana,547100-1,Species,Strychnos castelnaeana,547100-1
673563,547102-1,Loganiaceae,Strychnos,cathayensis,,Strychnos cathayensis,Merr.,Species,Accepted,547102-1,Strychnos cathayensis,,30010060-2,Strychnos,L.,In review,Lingnan Sci. J. 13: 44 (1934),,Strychnos cathayensis,547102-1,Species,Strychnos cathayensis,547102-1
673564,77227431-1,Loganiaceae,Strychnos,cathayensis,cathayensis,Strychnos cathayensis var. cathayensis,,Variety,Accepted,77227431-1,Strychnos cathayensis var. cathayensis,,547102-1,Strychnos cathayensis,Merr.,In review,,,Strychnos cathayensis var. cathayensis,77227431-1,Variety,Strychnos cathayensis,547102-1
673565,247293-2,Loganiaceae,Strychnos,cayennensis,,Strychnos cayennensis,Krukoff & Barneby,Species,Accepted,247293-2,Strychnos cayennensis,,30010060-2,Strychnos,L.,In review,Phytologia 27: 101 (1973),,Strychnos cayennensis,247293-2,Species,Strychnos cayennensis,247293-2
673569,247294-2,Loganiaceae,Strychnos,cerradoensis,,Strychnos cerradoensis,Krukoff & Barneby,Species,Accepted,247294-2,Strychnos cerradoensis,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 72 (1969),,Strychnos cerradoensis,247294-2,Species,Strychnos cerradoensis,247294-2
673571,547109-1,Loganiaceae,Strychnos,chlorantha,,Strychnos chlorantha,Progel,Species,Accepted,547109-1,Strychnos chlorantha,,30010060-2,Strychnos,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 273 (1868)",,Strychnos chlorantha,547109-1,Species,Strychnos chlorantha,547109-1
673574,547112-1,Loganiaceae,Strychnos,chromatoxylon,,Strychnos chromatoxylon,Leeuwenb.,Species,Accepted,547112-1,Strychnos chromatoxylon,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 80 (1969),,Strychnos chromatoxylon,547112-1,Species,Strychnos chromatoxylon,547112-1
673576,547114-1,Loganiaceae,Strychnos,chrysophylla,,Strychnos chrysophylla,Gilg,Species,Accepted,547114-1,Strychnos chrysophylla,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 28: 119 (1899),,Strychnos chrysophylla,547114-1,Species,Strychnos chrysophylla,547114-1
673583,547124-1,Loganiaceae,Strychnos,cocculoides,,Strychnos cocculoides,Baker,Species,Accepted,547124-1,Strychnos cocculoides,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1895: 98 (1895),,Strychnos cocculoides,547124-1,Species,Strychnos cocculoides,547124-1
673584,547125-1,Loganiaceae,Strychnos,cogens,,Strychnos cogens,Benth.,Species,Accepted,547125-1,Strychnos cogens,,30010060-2,Strychnos,L.,In review,J. Bot. (Hooker) 3: 241 (1841),,Strychnos cogens,547125-1,Species,Strychnos cogens,547125-1
673585,247295-2,Loganiaceae,Strychnos,colombiensis,,Strychnos colombiensis,Krukoff & Barneby,Species,Accepted,247295-2,Strychnos colombiensis,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 12(2): 21 (1965),,Strychnos colombiensis,247295-2,Species,Strychnos colombiensis,247295-2
673589,547134-1,Loganiaceae,Strychnos,congolana,,Strychnos congolana,Gilg,Species,Accepted,547134-1,Strychnos congolana,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 28: 120 (1899),,Strychnos congolana,547134-1,Species,Strychnos congolana,547134-1
673592,547138-1,Loganiaceae,Strychnos,coriacea,,Strychnos coriacea,Thwaites,Species,Accepted,547138-1,Strychnos coriacea,,30010060-2,Strychnos,L.,In review,Enum. Pl. Zeyl.: 425 (1864),,Strychnos coriacea,547138-1,Species,Strychnos coriacea,547138-1
673596,247298-2,Loganiaceae,Strychnos,croatii,,Strychnos croatii,Krukoff & Barneby,Species,Accepted,247298-2,Strychnos croatii,,30010060-2,Strychnos,L.,In review,Phytologia 33: 313 (1976),,Strychnos croatii,247298-2,Species,Strychnos croatii,247298-2
673597,547143-1,Loganiaceae,Strychnos,cuminodora,,Strychnos cuminodora,Leeuwenb.,Species,Accepted,547143-1,Strychnos cuminodora,,30010060-2,Strychnos,L.,In review,Acta Bot. Neerl. 14: 219 (1965),,Strychnos cuminodora,547143-1,Species,Strychnos cuminodora,547143-1
673599,547145-1,Loganiaceae,Strychnos,cuniculina,,Strychnos cuniculina,Leeuwenb.,Species,Accepted,547145-1,Strychnos cuniculina,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 97 (1969),,Strychnos cuniculina,547145-1,Species,Strychnos cuniculina,547145-1
673601,547147-1,Loganiaceae,Strychnos,curtisii,,Strychnos curtisii,King & Gamble,Species,Accepted,547147-1,Strychnos curtisii,,30010060-2,Strychnos,L.,In review,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 74: 614 (1908)",,Strychnos curtisii,547147-1,Species,Strychnos curtisii,547147-1
673603,931165-1,Loganiaceae,Strychnos,daclacensis,,Strychnos daclacensis,C.K.Tran,Species,Accepted,931165-1,Strychnos daclacensis,,30010060-2,Strychnos,L.,In review,Feddes Repert. 97: 748 (1986),,Strychnos daclacensis,931165-1,Species,Strychnos daclacensis,931165-1
673604,547149-1,Loganiaceae,Strychnos,dale,,Strychnos dale,De Wild.,Species,Accepted,547149-1,Strychnos dale,,30010060-2,Strychnos,L.,In review,Bull. Jard. Bot. État Bruxelles 5: 47 (1915),,Strychnos dale,547149-1,Species,Strychnos dale,547149-1
673605,547150-1,Loganiaceae,Strychnos,dalzellii,,Strychnos dalzellii,C.B.Clarke,Species,Accepted,547150-1,Strychnos dalzellii,,30010060-2,Strychnos,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 87 (1883)",547049-1,Strychnos dalzellii,547150-1,Species,Strychnos dalzellii,547150-1
673606,77121342-1,Loganiaceae,Strychnos,dantaensis,,Strychnos dantaensis,"Manoel, Carrijo & E.F.Guim.",Species,Accepted,77121342-1,Strychnos dantaensis,,30010060-2,Strychnos,L.,In review,Syst. Bot. 37: 254 (2012),,Strychnos dantaensis,77121342-1,Species,Strychnos dantaensis,77121342-1
673607,547151-1,Loganiaceae,Strychnos,darienensis,,Strychnos darienensis,Seem.,Species,Accepted,547151-1,Strychnos darienensis,,30010060-2,Strychnos,L.,In review,Bot. Voy. Herald: 166 (1854),,Strychnos darienensis,547151-1,Species,Strychnos darienensis,547151-1
673608,247299-2,Loganiaceae,Strychnos,davidsei,,Strychnos davidsei,Krukoff & Barneby,Species,Accepted,247299-2,Strychnos davidsei,,30010060-2,Strychnos,L.,In review,Phytologia 46: 67 (1980),,Strychnos davidsei,247299-2,Species,Strychnos davidsei,247299-2
673609,50426037-2,Loganiaceae,Strychnos,decussata,,Strychnos decussata,(Pappe) Gilg,Species,Accepted,50426037-2,Strychnos decussata,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 28: 121 (1899),545659-1,Strychnos decussata,50426037-2,Species,Strychnos decussata,50426037-2
673611,547156-1,Loganiaceae,Strychnos,densiflora,,Strychnos densiflora,Baill.,Species,Accepted,547156-1,Strychnos densiflora,,30010060-2,Strychnos,L.,In review,Adansonia 11: 369 (1879),,Strychnos densiflora,547156-1,Species,Strychnos densiflora,547156-1
673614,247300-2,Loganiaceae,Strychnos,diaboli,,Strychnos diaboli,Sandwith,Species,Accepted,247300-2,Strychnos diaboli,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1931: 486 (1931),,Strychnos diaboli,247300-2,Species,Strychnos diaboli,247300-2
673615,547160-1,Loganiaceae,Strychnos,dinhensis,,Strychnos dinhensis,Pierre ex Dop,Species,Accepted,547160-1,Strychnos dinhensis,,30010060-2,Strychnos,L.,In review,Mém. Soc. Bot. France 19: 20 (1910),,Strychnos dinhensis,547160-1,Species,Strychnos dinhensis,547160-1
673616,547161-1,Loganiaceae,Strychnos,dinklagei,,Strychnos dinklagei,Gilg,Species,Accepted,547161-1,Strychnos dinklagei,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 28: 121 (1899),,Strychnos dinklagei,547161-1,Species,Strychnos dinklagei,547161-1
673617,547162-1,Loganiaceae,Strychnos,diplotricha,,Strychnos diplotricha,Leeuwenb.,Species,Accepted,547162-1,Strychnos diplotricha,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 110 (1969),,Strychnos diplotricha,547162-1,Species,Strychnos diplotricha,547162-1
673619,247301-2,Loganiaceae,Strychnos,divaricans,,Strychnos divaricans,Ducke,Species,Accepted,247301-2,Strychnos divaricans,,30010060-2,Strychnos,L.,In review,"Bull. Mus. Natl. Hist. Nat., sér. 2, 4: 746 (1932)",,Strychnos divaricans,247301-2,Species,Strychnos divaricans,247301-2
673621,547167-1,Loganiaceae,Strychnos,dolichothyrsa,,Strychnos dolichothyrsa,Gilg ex Onochie & Hepper,Species,Accepted,547167-1,Strychnos dolichothyrsa,,30010060-2,Strychnos,L.,In review,Kew Bull. 16: 385 (1962 publ. 1963),,Strychnos dolichothyrsa,547167-1,Species,Strychnos dolichothyrsa,547167-1
673626,247302-2,Loganiaceae,Strychnos,duckei,,Strychnos duckei,Krukoff & Monach.,Species,Accepted,247302-2,Strychnos duckei,,30010060-2,Strychnos,L.,In review,Lloydia 9: 68 (1946),,Strychnos duckei,247302-2,Species,Strychnos duckei,247302-2
673630,247303-2,Loganiaceae,Strychnos,ecuadoriensis,,Strychnos ecuadoriensis,Krukoff & Barneby,Species,Accepted,247303-2,Strychnos ecuadoriensis,,30010060-2,Strychnos,L.,In review,Phytologia 39: 276 (1978),,Strychnos ecuadoriensis,247303-2,Species,Strychnos ecuadoriensis,247303-2
673632,547178-1,Loganiaceae,Strychnos,elaeocarpa,,Strychnos elaeocarpa,Gilg ex Leeuwenb.,Species,Accepted,547178-1,Strychnos elaeocarpa,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 114 (1969),,Strychnos elaeocarpa,547178-1,Species,Strychnos elaeocarpa,547178-1
673636,547183-1,Loganiaceae,Strychnos,erichsonii,,Strychnos erichsonii,R.H.Schomb. ex Progel,Species,Accepted,547183-1,Strychnos erichsonii,,30010060-2,Strychnos,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 274 (1868)",,Strychnos erichsonii,547183-1,Species,Strychnos erichsonii,547183-1
673639,247305-2,Loganiaceae,Strychnos,eugeniifolia,,Strychnos eugeniifolia,Monach.,Species,Accepted,247305-2,Strychnos eugeniifolia,,30010060-2,Strychnos,L.,In review,Phytologia 4: 209 (1953),,Strychnos eugeniifolia,247305-2,Species,Strychnos eugeniifolia,247305-2
673642,547189-1,Loganiaceae,Strychnos,fallax,,Strychnos fallax,Leeuwenb.,Species,Accepted,547189-1,Strychnos fallax,,30010060-2,Strychnos,L.,In review,Meded. Landbouwhoogeschool 69(1): 117 (1969),,Strychnos fallax,547189-1,Species,Strychnos fallax,547189-1
673644,247306-2,Loganiaceae,Strychnos,fendleri,,Strychnos fendleri,Sprague & Sandwith,Species,Accepted,247306-2,Strychnos fendleri,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1927: 129 (1927),,Strychnos fendleri,247306-2,Species,Strychnos fendleri,247306-2
673647,547193-1,Loganiaceae,Strychnos,flavescens,,Strychnos flavescens,King & Gamble,Species,Accepted,547193-1,Strychnos flavescens,,30010060-2,Strychnos,L.,In review,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 74: 617 (1908)",,Strychnos flavescens,547193-1,Species,Strychnos flavescens,547193-1
673649,547195-1,Loganiaceae,Strychnos,floribunda,,Strychnos floribunda,Gilg,Species,Accepted,547195-1,Strychnos floribunda,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 566 (1893),,Strychnos floribunda,547195-1,Species,Strychnos floribunda,547195-1
673651,247307-2,Loganiaceae,Strychnos,froesii,,Strychnos froesii,Ducke,Species,Accepted,247307-2,Strychnos froesii,,30010060-2,Strychnos,L.,In review,Anais Acad. Brasil. Ci. 23: 209 (1951),,Strychnos froesii,247307-2,Species,Strychnos froesii,247307-2
673652,247308-2,Loganiaceae,Strychnos,fulvotomentosa,,Strychnos fulvotomentosa,Gilg,Species,Accepted,247308-2,Strychnos fulvotomentosa,,30010060-2,Strychnos,L.,In review,Beibl. Bot. Jahrb. Syst. 60: 40 (1898),,Strychnos fulvotomentosa,247308-2,Species,Strychnos fulvotomentosa,247308-2
673653,547200-1,Loganiaceae,Strychnos,gardneri,,Strychnos gardneri,A.DC.,Species,Accepted,547200-1,Strychnos gardneri,,30010060-2,Strychnos,L.,In review,"A.P.de Candolle, Prodr. 9: 14 (1845)",,Strychnos gardneri,547200-1,Species,Strychnos gardneri,547200-1
673657,547204-1,Loganiaceae,Strychnos,gerrardii,,Strychnos gerrardii,N.E.Br.,Species,Accepted,547204-1,Strychnos gerrardii,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1896: 162 (1896),,Strychnos gerrardii,547204-1,Species,Strychnos gerrardii,547204-1
673659,547207-1,Loganiaceae,Strychnos,glabra,,Strychnos glabra,Sagot ex Progel,Species,Accepted,547207-1,Strychnos glabra,,30010060-2,Strychnos,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 275 (1868)",,Strychnos glabra,547207-1,Species,Strychnos glabra,547207-1
673661,547209-1,Loganiaceae,Strychnos,gnetifolia,,Strychnos gnetifolia,Gilg ex Onochie & Hepper,Species,Accepted,547209-1,Strychnos gnetifolia,,30010060-2,Strychnos,L.,In review,Kew Bull. 16: 385 (1962 publ. 1963),,Strychnos gnetifolia,547209-1,Species,Strychnos gnetifolia,547209-1
673663,247311-2,Loganiaceae,Strychnos,goiasensis,,Strychnos goiasensis,Krukoff & Barneby,Species,Accepted,247311-2,Strychnos goiasensis,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 20(1): 55 (1969),,Strychnos goiasensis,247311-2,Species,Strychnos goiasensis,247311-2
673665,547213-1,Loganiaceae,Strychnos,gossweileri,,Strychnos gossweileri,Exell,Species,Accepted,547213-1,Strychnos gossweileri,,30010060-2,Strychnos,L.,In review,J. Bot. 67(Suppl. 2): 102 (1929),,Strychnos gossweileri,547213-1,Species,Strychnos gossweileri,547213-1
673668,547216-1,Loganiaceae,Strychnos,grayi,,Strychnos grayi,Griseb.,Species,Accepted,547216-1,Strychnos grayi,,30010060-2,Strychnos,L.,In review,"Mem. Amer. Acad. Arts, n.s., 8: 519 (1862)",,Strychnos grayi,547216-1,Species,Strychnos grayi,547216-1
673669,547217-1,Loganiaceae,Strychnos,gubleri,,Strychnos gubleri,G.Planch.,Species,Accepted,547217-1,Strychnos gubleri,,30010060-2,Strychnos,L.,In review,"J. Pharm. Chim., sér. 5, 1: 295 (1880)",,Strychnos gubleri,547217-1,Species,Strychnos gubleri,547217-1
673671,547220-1,Loganiaceae,Strychnos,guianensis,,Strychnos guianensis,(Aubl.) Mart.,Species,Accepted,547220-1,Strychnos guianensis,,30010060-2,Strychnos,L.,In review,Syst. Mat. Med. Bras.: 121 (1843),,Strychnos guianensis,547220-1,Species,Strychnos guianensis,547220-1
673677,547225-1,Loganiaceae,Strychnos,henningsii,,Strychnos henningsii,Gilg,Species,Accepted,547225-1,Strychnos henningsii,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 15: 569 (1893),,Strychnos henningsii,547225-1,Species,Strychnos henningsii,547225-1
673683,547232-1,Loganiaceae,Strychnos,hirsuta,,Strychnos hirsuta,Spruce ex Benth.,Species,Accepted,547232-1,Strychnos hirsuta,,30010060-2,Strychnos,L.,In review,"J. Proc. Linn. Soc., Bot. 1: 106 (1856)",,Strychnos hirsuta,547232-1,Species,Strychnos hirsuta,547232-1
673690,547240-1,Loganiaceae,Strychnos,icaja,,Strychnos icaja,Baill.,Species,Accepted,547240-1,Strychnos icaja,,30010060-2,Strychnos,L.,In review,Adansonia 11: 368 (1879),,Strychnos icaja,547240-1,Species,Strychnos icaja,547240-1
673692,547242-1,Loganiaceae,Strychnos,ignatii,,Strychnos ignatii,Bergius,Species,Accepted,547242-1,Strychnos ignatii,,30010060-2,Strychnos,L.,In review,Mater. Med. 1: 146 (1778),,Strychnos ignatii,547242-1,Species,Strychnos ignatii,547242-1
673694,547244-1,Loganiaceae,Strychnos,innocua,,Strychnos innocua,Delile,Species,Accepted,547244-1,Strychnos innocua,,30010060-2,Strychnos,L.,In review,"F.Cailliaud, Voy. Méroé 4(prepr.): 53 (1826)",,Strychnos innocua,547244-1,Species,Strychnos innocua,547244-1
673695,77226957-1,Loganiaceae,Strychnos,innocua,innocua,Strychnos innocua var. innocua,,Variety,Accepted,77226957-1,Strychnos innocua var. innocua,,547244-1,Strychnos innocua,Delile,In review,,,Strychnos innocua var. innocua,77226957-1,Variety,Strychnos innocua,547244-1
673697,77112473-1,Loganiaceae,Strychnos,jacarepiensis,,Strychnos jacarepiensis,Manoel & E.F.Guim.,Species,Accepted,77112473-1,Strychnos jacarepiensis,,30010060-2,Strychnos,L.,In review,Kew Bull. 66: 295 (2011),,Strychnos jacarepiensis,77112473-1,Species,Strychnos jacarepiensis,77112473-1
673698,247314-2,Loganiaceae,Strychnos,javariensis,,Strychnos javariensis,Krukoff,Species,Accepted,247314-2,Strychnos javariensis,,30010060-2,Strychnos,L.,In review,Brittonia 4: 279 (1942),,Strychnos javariensis,247314-2,Species,Strychnos javariensis,247314-2
673699,547247-1,Loganiaceae,Strychnos,jobertiana,,Strychnos jobertiana,Baill.,Species,Accepted,547247-1,Strychnos jobertiana,,30010060-2,Strychnos,L.,In review,Adansonia 11: 367 (1879),,Strychnos jobertiana,547247-1,Species,Strychnos jobertiana,547247-1
673700,547248-1,Loganiaceae,Strychnos,johnsonii,,Strychnos johnsonii,Hutch. & M.B.Moss,Species,Accepted,547248-1,Strychnos johnsonii,,30010060-2,Strychnos,L.,In review,"J.Hutchinson & J.M.Dalziel, Fl. W. Trop. Afr. 2: 24 (1931)",,Strychnos johnsonii,547248-1,Species,Strychnos johnsonii,547248-1
673702,547252-1,Loganiaceae,Strychnos,kasengaensis,,Strychnos kasengaensis,De Wild.,Species,Accepted,547252-1,Strychnos kasengaensis,,30010060-2,Strychnos,L.,In review,Bull. Jard. Bot. État Bruxelles 5: 46 (1915),,Strychnos kasengaensis,547252-1,Species,Strychnos kasengaensis,547252-1
673708,247316-2,Loganiaceae,Strychnos,krukoffiana,,Strychnos krukoffiana,Ducke,Species,Accepted,247316-2,Strychnos krukoffiana,,30010060-2,Strychnos,L.,In review,Trop. Woods 90: 27 (1947),,Strychnos krukoffiana,247316-2,Species,Strychnos krukoffiana,247316-2
673710,547261-1,Loganiaceae,Strychnos,lanata,,Strychnos lanata,A.W.Hill,Species,Accepted,547261-1,Strychnos lanata,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1911: 299 (1911),,Strychnos lanata,547261-1,Species,Strychnos lanata,547261-1
673717,547271-1,Loganiaceae,Strychnos,ledermannii,,Strychnos ledermannii,Gilg & Gilg-Ben.,Species,Accepted,547271-1,Strychnos ledermannii,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 54: 169 (1916),,Strychnos ledermannii,547271-1,Species,Strychnos ledermannii,547271-1
673718,547272-1,Loganiaceae,Strychnos,leenhoutsii,,Strychnos leenhoutsii,Tirel,Species,Accepted,547272-1,Strychnos leenhoutsii,,30010060-2,Strychnos,L.,In review,"Adansonia, n.s., 9: 121 (1969)",,Strychnos leenhoutsii,547272-1,Species,Strychnos leenhoutsii,547272-1
673730,247318-2,Loganiaceae,Strychnos,lobelioides,,Strychnos lobelioides,Krukoff & Barneby,Species,Accepted,247318-2,Strychnos lobelioides,,30010060-2,Strychnos,L.,In review,Mem. New York Bot. Gard. 12(2): 44 (1965),,Strychnos lobelioides,247318-2,Species,Strychnos lobelioides,247318-2
673732,60452498-2,Loganiaceae,Strychnos,longicaudata,,Strychnos longicaudata,Gilg,Species,Accepted,60452498-2,Strychnos longicaudata,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 17: 570 (1893),,Strychnos longicaudata,60452498-2,Species,Strychnos longicaudata,60452498-2
673735,547293-1,Loganiaceae,Strychnos,lucens,,Strychnos lucens,Baker,Species,Accepted,547293-1,Strychnos lucens,,30010060-2,Strychnos,L.,In review,Bull. Misc. Inform. Kew 1895: 97 (1895),,Strychnos lucens,547293-1,Species,Strychnos lucens,547293-1
673737,547295-1,Loganiaceae,Strychnos,lucida,,Strychnos lucida,R.Br.,Species,Accepted,547295-1,Strychnos lucida,,30010060-2,Strychnos,L.,In review,Prodr. Fl. Nov. Holland.: 469 (1810),,Strychnos lucida,547295-1,Species,Strychnos lucida,547295-1
673738,547296-1,Loganiaceae,Strychnos,luzonensis,,Strychnos luzonensis,Elmer,Species,Accepted,547296-1,Strychnos luzonensis,,30010060-2,Strychnos,L.,In review,Leafl. Philipp. Bot. 1: 332 (1908),,Strychnos luzonensis,547296-1,Species,Strychnos luzonensis,547296-1
673741,547300-1,Loganiaceae,Strychnos,madagascariensis,,Strychnos madagascariensis,Poir.,Species,Accepted,547300-1,Strychnos madagascariensis,,30010060-2,Strychnos,L.,In review,"J.B.A.M.de Lamarck, Encycl. 8: 696 (1808)",,Strychnos madagascariensis,547300-1,Species,Strychnos madagascariensis,547300-1
673742,547301-1,Loganiaceae,Strychnos,maingayi,,Strychnos maingayi,C.B.Clarke,Species,Accepted,547301-1,Strychnos maingayi,,30010060-2,Strychnos,L.,In review,"J.D.Hooker, Fl. Brit. India 4: 88 (1883)",,Strychnos maingayi,547301-1,Species,Strychnos maingayi,547301-1
673744,547303-1,Loganiaceae,Strychnos,malacoclados,,Strychnos malacoclados,C.H.Wright,Species,Accepted,547303-1,Strychnos malacoclados,,30010060-2,Strychnos,L.,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 4(1): 523 (1903)",,Strychnos malacoclados,547303-1,Species,Strychnos malacoclados,547303-1
673745,247322-2,Loganiaceae,Strychnos,malacosperma,,Strychnos malacosperma,Ducke & Fróes,Species,Accepted,247322-2,Strychnos malacosperma,,30010060-2,Strychnos,L.,In review,Bol. Técn. Inst. Agron. N. 30: 43 (1955),,Strychnos malacosperma,247322-2,Species,Strychnos malacosperma,247322-2
673746,547305-1,Loganiaceae,Strychnos,malchairii,,Strychnos malchairii,De Wild.,Species,Accepted,547305-1,Strychnos malchairii,,30010060-2,Strychnos,L.,In review,Bull. Jard. Bot. État Bruxelles 5: 44 (1915),,Strychnos malchairii,547305-1,Species,Strychnos malchairii,547305-1
673753,547312-1,Loganiaceae,Strychnos,matopensis,,Strychnos matopensis,S.Moore,Species,Accepted,547312-1,Strychnos matopensis,,30010060-2,Strychnos,L.,In review,J. Bot. 43: 48 (1905),,Strychnos matopensis,547312-1,Species,Strychnos matopensis,547312-1
673754,247325-2,Loganiaceae,Strychnos,mattogrossensis,,Strychnos mattogrossensis,S.Moore,Species,Accepted,247325-2,Strychnos mattogrossensis,,30010060-2,Strychnos,L.,In review,"Trans. Linn. Soc. London, Bot. 4: 392 (1895)",,Strychnos mattogrossensis,247325-2,Species,Strychnos mattogrossensis,247325-2
673756,547316-1,Loganiaceae,Strychnos,medeola,,Strychnos medeola,Sagot ex Progel,Species,Accepted,547316-1,Strychnos medeola,,30010060-2,Strychnos,L.,In review,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 6(1): 282 (1868)",,Strychnos medeola,547316-1,Species,Strychnos medeola,547316-1
673758,547318-1,Loganiaceae,Strychnos,melanocarpa,,Strychnos melanocarpa,Gilg & Gilg-Ben.,Species,Accepted,547318-1,Strychnos melanocarpa,,30010060-2,Strychnos,L.,In review,Bot. Jahrb. Syst. 54: 172 (1916),,Strychnos melanocarpa,547318-1,Species,Strychnos melanocarpa,547318-1
